date_time,open,high,low,close,volume,timestamp
2025-01-03 10:22:00,271.4,271.4,268.75,269.8,375.0,2025-01-03 10:22:00
2025-01-03 10:23:00,265.0,265.0,265.0,265.0,150.0,2025-01-03 10:23:00
2025-01-03 10:24:00,263.65,263.65,263.65,263.65,75.0,2025-01-03 10:24:00
2025-01-03 10:25:00,263.8,263.8,259.8,263.8,1200.0,2025-01-03 10:25:00
2025-01-03 10:26:00,266.55,267.5,266.55,267.5,225.0,2025-01-03 10:26:00
2025-01-03 10:27:00,263.6,263.6,263.6,263.6,75.0,2025-01-03 10:27:00
2025-01-03 10:28:00,266.6,266.6,254.6,254.6,450.0,2025-01-03 10:28:00
2025-01-03 10:29:00,256.35,256.35,254.35,255.2,975.0,2025-01-03 10:29:00
2025-01-03 10:30:00,254.05,254.05,249.85,252.55,1350.0,2025-01-03 10:30:00
2025-01-03 10:31:00,249.25,254.25,249.25,254.25,900.0,2025-01-03 10:31:00
2025-01-03 10:32:00,253.0,253.75,251.2,253.2,1800.0,2025-01-03 10:32:00
2025-01-03 10:33:00,249.25,249.25,243.9,243.9,3675.0,2025-01-03 10:33:00
2025-01-03 10:34:00,242.0,243.2,241.7,242.2,900.0,2025-01-03 10:34:00
2025-01-03 10:35:00,242.05,244.15,242.05,242.2,1500.0,2025-01-03 10:35:00
2025-01-03 10:36:00,238.45,239.6,238.45,239.6,375.0,2025-01-03 10:36:00
2025-01-03 10:37:00,242.75,242.75,242.75,242.75,75.0,2025-01-03 10:37:00
2025-01-03 10:38:00,246.7,246.7,245.35,245.35,150.0,2025-01-03 10:38:00
2025-01-03 10:39:00,246.55,246.55,242.0,242.0,1200.0,2025-01-03 10:39:00
2025-01-03 10:40:00,240.05,242.1,240.05,242.1,750.0,2025-01-03 10:40:00
2025-01-03 10:41:00,243.8,247.05,243.8,246.4,1950.0,2025-01-03 10:41:00
2025-01-03 10:42:00,245.0,245.0,244.4,244.4,450.0,2025-01-03 10:42:00
2025-01-03 10:43:00,244.0,246.8,244.0,246.8,975.0,2025-01-03 10:43:00
2025-01-03 10:44:00,248.8,250.0,247.95,247.95,525.0,2025-01-03 10:44:00
2025-01-03 10:45:00,250.4,250.4,249.0,249.0,375.0,2025-01-03 10:45:00
2025-01-03 10:46:00,244.4,244.55,243.65,243.65,1050.0,2025-01-03 10:46:00
2025-01-03 10:47:00,243.65,245.6,243.5,243.5,825.0,2025-01-03 10:47:00
2025-01-03 10:48:00,243.5,243.5,243.5,243.5,75.0,2025-01-03 10:48:00
2025-01-03 10:49:00,243.5,243.5,243.5,243.5,0.0,2025-01-03 10:49:00
2025-01-03 10:50:00,247.0,247.0,245.65,245.7,975.0,2025-01-03 10:50:00
2025-01-03 10:51:00,242.85,242.85,235.95,235.95,2175.0,2025-01-03 10:51:00
2025-01-03 10:52:00,237.0,238.6,237.0,238.6,225.0,2025-01-03 10:52:00
2025-01-03 10:53:00,238.6,238.6,238.6,238.6,300.0,2025-01-03 10:53:00
2025-01-03 10:54:00,235.95,237.15,235.8,237.15,825.0,2025-01-03 10:54:00
2025-01-03 10:55:00,238.65,239.4,238.65,239.4,225.0,2025-01-03 10:55:00
2025-01-03 10:56:00,239.0,240.05,238.8,240.05,600.0,2025-01-03 10:56:00
2025-01-03 10:57:00,234.6,242.75,234.6,242.75,3225.0,2025-01-03 10:57:00
2025-01-03 10:58:00,241.4,242.35,241.0,241.0,600.0,2025-01-03 10:58:00
2025-01-03 10:59:00,240.0,240.0,240.0,240.0,225.0,2025-01-03 10:59:00
2025-01-03 11:00:00,242.0,243.15,242.0,242.25,600.0,2025-01-03 11:00:00
2025-01-03 11:01:00,244.5,245.95,242.85,242.85,825.0,2025-01-03 11:01:00
2025-01-03 11:02:00,246.2,246.2,244.55,244.55,825.0,2025-01-03 11:02:00
2025-01-03 11:03:00,244.0,244.0,242.35,242.9,375.0,2025-01-03 11:03:00
2025-01-03 11:04:00,242.9,242.9,242.75,242.75,150.0,2025-01-03 11:04:00
2025-01-03 11:05:00,244.0,245.0,243.75,244.15,300.0,2025-01-03 11:05:00
2025-01-03 11:06:00,247.0,250.75,245.65,249.0,750.0,2025-01-03 11:06:00
2025-01-03 11:07:00,251.05,258.0,251.05,257.2,1275.0,2025-01-03 11:07:00
2025-01-03 11:08:00,262.85,263.15,257.35,258.0,2475.0,2025-01-03 11:08:00
2025-01-03 11:09:00,256.8,257.0,254.6,257.0,600.0,2025-01-03 11:09:00
2025-01-03 11:10:00,257.45,260.0,256.4,256.4,600.0,2025-01-03 11:10:00
2025-01-03 11:11:00,257.75,257.75,253.8,253.8,3750.0,2025-01-03 11:11:00
2025-01-03 11:12:00,254.85,255.8,254.8,255.8,1125.0,2025-01-03 11:12:00
2025-01-03 11:13:00,256.35,258.1,250.0,256.6,1950.0,2025-01-03 11:13:00
2025-01-03 11:14:00,265.0,266.3,264.0,264.0,1575.0,2025-01-03 11:14:00
2025-01-03 11:15:00,269.0,271.25,267.25,269.1,3075.0,2025-01-03 11:15:00
2025-01-03 11:16:00,269.3,269.3,263.4,264.0,675.0,2025-01-03 11:16:00
2025-01-03 11:17:00,265.55,266.6,265.55,266.6,375.0,2025-01-03 11:17:00
2025-01-03 11:18:00,268.0,268.1,268.0,268.1,150.0,2025-01-03 11:18:00
2025-01-03 11:19:00,267.8,270.0,267.8,270.0,1575.0,2025-01-03 11:19:00
2025-01-03 11:20:00,273.2,282.3,273.2,278.0,3075.0,2025-01-03 11:20:00
2025-01-03 11:21:00,280.0,284.1,280.0,280.15,975.0,2025-01-03 11:21:00
2025-01-03 11:22:00,283.25,283.75,280.6,283.5,675.0,2025-01-03 11:22:00
2025-01-03 11:23:00,284.85,284.85,283.6,283.95,1125.0,2025-01-03 11:23:00
2025-01-03 11:24:00,292.3,296.65,289.15,296.65,1875.0,2025-01-03 11:24:00
2025-01-03 11:25:00,299.8,303.0,288.85,290.4,3450.0,2025-01-03 11:25:00
2025-01-03 11:26:00,289.0,289.0,286.35,286.35,525.0,2025-01-03 11:26:00
2025-01-03 11:27:00,294.85,294.85,294.85,294.85,75.0,2025-01-03 11:27:00
2025-01-03 11:28:00,294.85,294.85,286.85,286.85,2100.0,2025-01-03 11:28:00
2025-01-03 11:29:00,285.0,288.8,285.0,287.45,375.0,2025-01-03 11:29:00
2025-01-03 11:30:00,285.95,292.15,285.95,290.0,1050.0,2025-01-03 11:30:00
2025-01-03 11:31:00,287.4,287.65,285.0,285.0,450.0,2025-01-03 11:31:00
2025-01-03 11:32:00,281.4,281.4,276.9,279.2,1950.0,2025-01-03 11:32:00
2025-01-03 11:33:00,279.4,280.55,277.2,277.2,225.0,2025-01-03 11:33:00
2025-01-03 11:34:00,281.6,281.6,280.6,280.6,225.0,2025-01-03 11:34:00
2025-01-03 11:35:00,287.1,287.2,286.05,287.2,750.0,2025-01-03 11:35:00
2025-01-03 11:36:00,296.85,296.85,296.0,296.0,450.0,2025-01-03 11:36:00
2025-01-03 11:37:00,295.2,295.8,290.8,291.2,1050.0,2025-01-03 11:37:00
2025-01-03 11:38:00,290.0,290.4,290.0,290.4,150.0,2025-01-03 11:38:00
2025-01-03 11:39:00,290.6,290.6,290.6,290.6,75.0,2025-01-03 11:39:00
2025-01-03 11:40:00,290.1,290.1,290.1,290.1,375.0,2025-01-03 11:40:00
2025-01-03 11:41:00,289.9,289.9,289.9,289.9,1425.0,2025-01-03 11:41:00
2025-01-03 11:42:00,296.0,297.9,296.0,297.9,150.0,2025-01-03 11:42:00
2025-01-03 11:43:00,293.6,293.6,293.6,293.6,75.0,2025-01-03 11:43:00
2025-01-03 11:44:00,297.65,297.75,296.65,297.0,525.0,2025-01-03 11:44:00
2025-01-03 11:45:00,297.0,297.0,294.9,295.3,900.0,2025-01-03 11:45:00
2025-01-03 11:46:00,295.0,295.0,295.0,295.0,225.0,2025-01-03 11:46:00
2025-01-03 11:47:00,293.05,295.8,293.05,295.8,300.0,2025-01-03 11:47:00
2025-01-03 11:48:00,288.9,288.9,288.0,288.0,150.0,2025-01-03 11:48:00
2025-01-03 11:49:00,290.45,290.45,290.45,290.45,75.0,2025-01-03 11:49:00
2025-01-03 11:50:00,290.45,290.45,290.45,290.45,0.0,2025-01-03 11:50:00
2025-01-03 11:51:00,290.45,290.45,290.45,290.45,0.0,2025-01-03 11:51:00
2025-01-03 11:52:00,292.05,292.05,292.05,292.05,375.0,2025-01-03 11:52:00
2025-01-03 11:53:00,292.05,292.05,292.05,292.05,0.0,2025-01-03 11:53:00
2025-01-03 11:54:00,299.95,300.6,299.95,300.6,1650.0,2025-01-03 11:54:00
2025-01-03 11:55:00,300.6,300.6,300.6,300.6,0.0,2025-01-03 11:55:00
2025-01-03 11:56:00,300.6,300.6,300.6,300.6,0.0,2025-01-03 11:56:00
2025-01-03 11:57:00,300.6,304.7,300.6,301.7,450.0,2025-01-03 11:57:00
2025-01-03 11:58:00,303.6,305.5,303.6,305.2,450.0,2025-01-03 11:58:00
2025-01-03 11:59:00,305.65,305.65,300.85,300.85,150.0,2025-01-03 11:59:00
2025-01-03 12:00:00,303.3,303.3,301.55,301.55,600.0,2025-01-03 12:00:00
2025-01-03 12:01:00,298.65,303.15,298.65,303.15,1275.0,2025-01-03 12:01:00
2025-01-03 12:02:00,301.65,304.1,301.65,304.1,900.0,2025-01-03 12:02:00
2025-01-03 12:03:00,301.75,304.5,301.75,304.5,150.0,2025-01-03 12:03:00
2025-01-03 12:04:00,301.7,303.35,301.6,301.6,600.0,2025-01-03 12:04:00
2025-01-03 12:05:00,302.2,302.2,302.2,302.2,75.0,2025-01-03 12:05:00
2025-01-03 12:06:00,290.9,290.9,290.9,290.9,75.0,2025-01-03 12:06:00
2025-01-03 12:07:00,288.95,288.95,277.8,287.35,1875.0,2025-01-03 12:07:00
2025-01-03 12:08:00,279.55,280.85,279.55,280.85,300.0,2025-01-03 12:08:00
2025-01-03 12:09:00,283.0,283.0,278.8,278.8,375.0,2025-01-03 12:09:00
2025-01-03 12:10:00,282.4,282.4,282.4,282.4,150.0,2025-01-03 12:10:00
2025-01-03 12:11:00,282.4,282.4,282.4,282.4,0.0,2025-01-03 12:11:00
2025-01-03 12:12:00,287.65,287.65,287.65,287.65,75.0,2025-01-03 12:12:00
2025-01-03 12:13:00,288.85,291.35,288.85,291.35,375.0,2025-01-03 12:13:00
2025-01-03 12:14:00,291.35,291.35,291.35,291.35,0.0,2025-01-03 12:14:00
2025-01-03 12:15:00,284.85,285.1,280.0,280.0,2175.0,2025-01-03 12:15:00
2025-01-03 12:16:00,275.0,275.0,266.45,266.45,600.0,2025-01-03 12:16:00
2025-01-03 12:17:00,266.4,266.4,266.4,266.4,225.0,2025-01-03 12:17:00
2025-01-03 12:18:00,269.25,269.25,269.25,269.25,450.0,2025-01-03 12:18:00
2025-01-03 12:19:00,269.25,269.25,269.25,269.25,0.0,2025-01-03 12:19:00
2025-01-03 12:20:00,268.8,271.0,268.8,270.5,1200.0,2025-01-03 12:20:00
2025-01-03 12:21:00,265.0,265.15,265.0,265.15,2400.0,2025-01-03 12:21:00
2025-01-03 12:22:00,260.5,263.95,259.5,263.95,1875.0,2025-01-03 12:22:00
2025-01-03 12:23:00,263.95,263.95,263.95,263.95,150.0,2025-01-03 12:23:00
2025-01-03 12:24:00,257.8,259.4,257.8,259.15,300.0,2025-01-03 12:24:00
2025-01-03 12:25:00,259.1,259.1,257.15,258.35,600.0,2025-01-03 12:25:00
2025-01-03 12:26:00,258.75,261.2,258.75,261.0,525.0,2025-01-03 12:26:00
2025-01-03 12:27:00,265.0,265.0,264.75,264.75,225.0,2025-01-03 12:27:00
2025-01-03 12:28:00,264.75,264.75,264.75,264.75,0.0,2025-01-03 12:28:00
2025-01-03 12:29:00,250.5,255.6,250.25,250.25,2925.0,2025-01-03 12:29:00
2025-01-03 12:30:00,249.0,249.0,248.45,248.5,675.0,2025-01-03 12:30:00
2025-01-03 12:31:00,250.6,250.6,250.45,250.45,375.0,2025-01-03 12:31:00
2025-01-03 12:32:00,252.0,252.0,251.3,251.3,525.0,2025-01-03 12:32:00
2025-01-03 12:33:00,251.8,251.8,251.8,251.8,1950.0,2025-01-03 12:33:00
2025-01-03 12:34:00,253.9,254.15,253.9,254.15,150.0,2025-01-03 12:34:00
2025-01-03 12:35:00,257.2,257.2,253.25,254.4,1275.0,2025-01-03 12:35:00
2025-01-03 12:36:00,252.35,252.6,252.35,252.6,150.0,2025-01-03 12:36:00
2025-01-03 12:37:00,250.0,250.0,249.7,249.7,225.0,2025-01-03 12:37:00
2025-01-03 12:38:00,251.0,252.85,251.0,252.85,450.0,2025-01-03 12:38:00
2025-01-03 12:39:00,258.6,258.6,258.6,258.6,75.0,2025-01-03 12:39:00
2025-01-03 12:40:00,256.2,256.2,254.65,254.65,900.0,2025-01-03 12:40:00
2025-01-03 12:41:00,256.25,258.75,256.2,258.75,525.0,2025-01-03 12:41:00
2025-01-03 12:42:00,265.25,265.7,262.95,263.8,975.0,2025-01-03 12:42:00
2025-01-03 12:43:00,267.8,267.8,262.5,262.5,2475.0,2025-01-03 12:43:00
2025-01-03 12:44:00,263.6,264.0,263.6,264.0,150.0,2025-01-03 12:44:00
2025-01-03 12:45:00,267.15,271.35,267.15,271.35,300.0,2025-01-03 12:45:00
2025-01-03 12:46:00,266.6,266.6,266.6,266.6,450.0,2025-01-03 12:46:00
2025-01-03 12:47:00,265.95,265.95,261.85,261.85,1050.0,2025-01-03 12:47:00
2025-01-03 12:48:00,261.85,261.85,261.85,261.85,0.0,2025-01-03 12:48:00
2025-01-03 12:49:00,261.8,263.0,261.8,263.0,900.0,2025-01-03 12:49:00
2025-01-03 12:50:00,266.05,266.05,263.15,263.15,150.0,2025-01-03 12:50:00
2025-01-03 12:51:00,260.0,260.0,260.0,260.0,225.0,2025-01-03 12:51:00
2025-01-03 12:52:00,260.1,260.1,260.1,260.1,150.0,2025-01-03 12:52:00
2025-01-03 12:53:00,256.55,256.55,256.55,256.55,75.0,2025-01-03 12:53:00
2025-01-03 12:54:00,256.0,256.0,256.0,256.0,450.0,2025-01-03 12:54:00
2025-01-03 12:55:00,256.0,256.0,256.0,256.0,0.0,2025-01-03 12:55:00
2025-01-03 12:56:00,256.0,260.2,256.0,260.2,750.0,2025-01-03 12:56:00
2025-01-03 12:57:00,262.4,263.4,260.4,260.4,975.0,2025-01-03 12:57:00
2025-01-03 12:58:00,264.9,266.2,264.9,266.2,4950.0,2025-01-03 12:58:00
2025-01-03 12:59:00,265.6,265.6,265.6,265.6,75.0,2025-01-03 12:59:00
2025-01-03 13:00:00,265.0,265.0,264.45,264.45,675.0,2025-01-03 13:00:00
2025-01-03 13:01:00,263.6,268.2,263.6,268.2,150.0,2025-01-03 13:01:00
2025-01-03 13:02:00,270.0,272.0,270.0,271.25,675.0,2025-01-03 13:02:00
2025-01-03 13:03:00,272.0,272.45,272.0,272.45,3825.0,2025-01-03 13:03:00
2025-01-03 13:04:00,275.0,283.55,274.65,283.55,1800.0,2025-01-03 13:04:00
2025-01-03 13:05:00,281.2,288.75,281.2,282.2,1575.0,2025-01-03 13:05:00
2025-01-03 13:06:00,275.4,280.0,275.4,278.4,1350.0,2025-01-03 13:06:00
2025-01-03 13:07:00,278.0,279.2,278.0,279.2,150.0,2025-01-03 13:07:00
2025-01-03 13:08:00,279.9,279.9,278.1,278.1,1575.0,2025-01-03 13:08:00
2025-01-03 13:09:00,278.0,278.0,278.0,278.0,675.0,2025-01-03 13:09:00
2025-01-03 13:10:00,281.15,281.4,276.0,276.0,2175.0,2025-01-03 13:10:00
2025-01-03 13:11:00,276.0,276.0,276.0,276.0,0.0,2025-01-03 13:11:00
2025-01-03 13:12:00,275.0,275.0,275.0,275.0,450.0,2025-01-03 13:12:00
2025-01-03 13:13:00,270.0,273.45,269.4,273.45,375.0,2025-01-03 13:13:00
2025-01-03 13:14:00,278.0,278.0,278.0,278.0,450.0,2025-01-03 13:14:00
2025-01-03 13:15:00,277.15,277.15,270.0,270.5,900.0,2025-01-03 13:15:00
2025-01-03 13:16:00,270.0,270.25,270.0,270.25,750.0,2025-01-03 13:16:00
2025-01-03 13:17:00,270.25,270.25,270.25,270.25,0.0,2025-01-03 13:17:00
2025-01-03 13:18:00,269.5,272.8,269.5,272.8,1050.0,2025-01-03 13:18:00
2025-01-03 13:19:00,274.2,274.3,274.2,274.3,825.0,2025-01-03 13:19:00
2025-01-03 13:20:00,278.75,282.4,278.75,282.2,825.0,2025-01-03 13:20:00
2025-01-03 13:21:00,283.5,283.5,281.7,281.7,525.0,2025-01-03 13:21:00
2025-01-03 13:22:00,280.0,280.0,279.3,279.3,375.0,2025-01-03 13:22:00
2025-01-03 13:23:00,279.3,280.6,279.3,280.6,225.0,2025-01-03 13:23:00
2025-01-03 13:24:00,281.75,282.2,281.75,282.2,150.0,2025-01-03 13:24:00
2025-01-03 13:25:00,281.15,282.05,281.15,282.05,900.0,2025-01-03 13:25:00
2025-01-03 13:26:00,283.5,283.5,281.0,281.0,600.0,2025-01-03 13:26:00
2025-01-03 13:27:00,280.3,282.0,280.3,282.0,225.0,2025-01-03 13:27:00
2025-01-03 13:28:00,282.0,282.0,282.0,282.0,0.0,2025-01-03 13:28:00
2025-01-03 13:29:00,282.4,282.4,282.4,282.4,375.0,2025-01-03 13:29:00
2025-01-03 13:30:00,277.1,283.0,277.1,283.0,525.0,2025-01-03 13:30:00
2025-01-03 13:31:00,282.9,282.9,279.0,279.0,975.0,2025-01-03 13:31:00
2025-01-03 13:32:00,277.75,279.15,277.75,279.15,600.0,2025-01-03 13:32:00
2025-01-03 13:33:00,273.9,273.9,272.4,272.4,300.0,2025-01-03 13:33:00
2025-01-03 13:34:00,274.6,274.6,272.9,272.9,525.0,2025-01-03 13:34:00
2025-01-03 13:35:00,272.45,272.75,270.05,270.05,450.0,2025-01-03 13:35:00
2025-01-03 13:36:00,265.0,265.0,265.0,265.0,375.0,2025-01-03 13:36:00
2025-01-03 13:37:00,264.0,264.0,264.0,264.0,75.0,2025-01-03 13:37:00
2025-01-03 13:38:00,266.15,268.15,266.15,268.15,600.0,2025-01-03 13:38:00
2025-01-03 13:39:00,267.2,267.2,267.2,267.2,75.0,2025-01-03 13:39:00
2025-01-03 13:40:00,267.3,267.3,266.6,266.6,300.0,2025-01-03 13:40:00
2025-01-03 13:41:00,267.8,267.8,267.8,267.8,150.0,2025-01-03 13:41:00
2025-01-03 13:42:00,267.8,267.8,267.8,267.8,75.0,2025-01-03 13:42:00
2025-01-03 13:43:00,266.5,266.5,266.0,266.0,375.0,2025-01-03 13:43:00
2025-01-03 13:44:00,265.25,265.45,264.85,265.45,300.0,2025-01-03 13:44:00
2025-01-03 13:45:00,266.5,266.5,261.4,261.4,825.0,2025-01-03 13:45:00
2025-01-03 13:46:00,258.8,259.0,258.8,259.0,150.0,2025-01-03 13:46:00
2025-01-03 13:47:00,259.0,259.0,259.0,259.0,0.0,2025-01-03 13:47:00
2025-01-03 13:48:00,255.95,259.65,255.95,259.65,600.0,2025-01-03 13:48:00
2025-01-03 13:49:00,259.0,259.0,259.0,259.0,75.0,2025-01-03 13:49:00
2025-01-03 13:50:00,259.0,259.15,254.8,254.8,900.0,2025-01-03 13:50:00
2025-01-03 13:51:00,256.95,260.0,256.95,260.0,375.0,2025-01-03 13:51:00
2025-01-03 13:52:00,258.8,258.8,258.8,258.8,75.0,2025-01-03 13:52:00
2025-01-03 13:53:00,260.75,260.75,260.75,260.75,150.0,2025-01-03 13:53:00
2025-01-03 13:54:00,255.5,255.5,255.5,255.5,75.0,2025-01-03 13:54:00
2025-01-03 13:55:00,256.45,256.45,256.45,256.45,150.0,2025-01-03 13:55:00
2025-01-03 13:56:00,256.45,256.45,254.45,254.45,225.0,2025-01-03 13:56:00
2025-01-03 13:57:00,252.55,252.55,244.6,244.6,1950.0,2025-01-03 13:57:00
2025-01-03 13:58:00,243.45,246.2,242.8,245.15,600.0,2025-01-03 13:58:00
2025-01-03 13:59:00,245.0,245.8,237.9,239.65,1725.0,2025-01-03 13:59:00
2025-01-03 14:00:00,237.55,243.45,237.55,243.45,1650.0,2025-01-03 14:00:00
2025-01-03 14:01:00,243.35,247.5,243.35,246.0,1200.0,2025-01-03 14:01:00
2025-01-03 14:02:00,245.5,245.5,242.0,243.75,1125.0,2025-01-03 14:02:00
2025-01-03 14:03:00,242.45,242.45,235.95,237.85,1650.0,2025-01-03 14:03:00
2025-01-03 14:04:00,235.2,236.55,233.6,235.3,1650.0,2025-01-03 14:04:00
2025-01-03 14:05:00,235.0,236.8,235.0,236.8,750.0,2025-01-03 14:05:00
2025-01-03 14:06:00,236.95,241.8,236.65,241.8,2325.0,2025-01-03 14:06:00
2025-01-03 14:07:00,243.15,243.15,240.25,241.25,1350.0,2025-01-03 14:07:00
2025-01-03 14:08:00,241.25,241.25,241.25,241.25,0.0,2025-01-03 14:08:00
2025-01-03 14:09:00,235.0,235.65,231.25,233.85,1800.0,2025-01-03 14:09:00
2025-01-03 14:10:00,234.7,234.7,231.05,232.05,975.0,2025-01-03 14:10:00
2025-01-03 14:11:00,230.0,232.8,230.0,230.35,2025.0,2025-01-03 14:11:00
2025-01-03 14:12:00,233.75,238.95,233.75,236.8,2250.0,2025-01-03 14:12:00
2025-01-03 14:13:00,237.55,239.15,235.85,237.6,1575.0,2025-01-03 14:13:00
2025-01-03 14:14:00,237.35,239.35,237.35,239.35,300.0,2025-01-03 14:14:00
2025-01-03 14:15:00,233.4,234.35,232.45,233.75,1200.0,2025-01-03 14:15:00
2025-01-03 14:16:00,233.1,235.75,232.45,235.75,750.0,2025-01-03 14:16:00
2025-01-03 14:17:00,235.25,236.6,235.0,235.0,1800.0,2025-01-03 14:17:00
